business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees
21289782,NGORORERO,"Water Supply, Gas And Remediation Services",JOINT VENTURE,2021,54,F,Secondary,1,Bank Loan,22988943,13980101,8248446,30737690,Success,Increased,5
19457311,NYARUGENGE,Manufacturing,PRIVATE CORPORATION,2022,55,F,Secondary,3,Government Grant,0,339000,10553750,11246000,Success,Increased,7
194970,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,33,F,Certificate/Diploma,4,Microfinance,1689364,1304691,109701,624650,Fail,Decreased,1
95725,NYANZA,Other Service Activities,INDIVIDUAL,2022,27,M,Vocational/Technical,3,Foreign Investment,0,413470,818297,598957,Fail,Increased,1
875544,GICUMBI,Unclassified,PRIVATE CORPORATION,2022,57,F,Diploma,13,Bank Loan,3834370,4497703,5275791,6188485,Success,Increased,3
3835972,GASABO,Accommodation And Food Service Activities,LIMITED LIABILITY COMPANY,2022,27,M,Master's Degree,0,Family/Friends,12355862,14791733,17707819,21198791,Success,Increased,4
50000000,KARONGI,Financial And Insurance Activities,PRIVATE CORPORATION,2021,48,M,Secondary,2,Crowdfunding,159026565,206591999,409127150,223333613,Success,Increased,10
8659316,NYARUGURU,Transportation And Storage,COOPERATIVE,2022,32,F,Master's Degree,4,Family/Friends,0,24758040,34525849,30156532,Success,Increased,2
286368,RWAMAGANA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,31,M,Secondary,0,Personal Savings,93192,99545,106332,113581,Fail,Increased,1
248673,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,40,M,Primary,7,Family/Friends,183304,188270,193371,198610,Fail,Stable,3
196779,MUHANGA,Other Service Activities,PRIVATE CORPORATION,2022,22,M,Diploma,5,Bank Loan,127977,137701,148164,159422,Fail,Increased,2
543276,GASABO,Other Service Activities,INDIVIDUAL,2023,22,M,Primary,0,Bank Loan,327511,343310,359871,377231,Fail,Increased,1
13128276,RUHANGO,Accommodation And Food Service Activities,COOPERATIVE,2021,21,M,Secondary,1,Crowdfunding,11348343,22562961,26162050,25895156,Success,Increased,3
1936353,HUYE,Transportation And Storage,INDIVIDUAL,2022,48,M,Master's Degree,2,Microfinance,0,6012532,10223850,7109785,Fail,Increased,2
142855,KICUKIRO,Financial And Insurance Activities,INDIVIDUAL,2023,38,M,Secondary,7,Bank Loan,353399,411540,479246,558091,Success,Increased,2
378770,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,21,F,Primary,0,Business Partner,0,1000000,4000000,2267800,Fail,Increased,1
50000000,RWAMAGANA,Real Estate Activities,COOPERATIVE,2021,21,F,Secondary,0,Business Partner,130771039,36713592,52397888,80758115,Success,Decreased,9
351924,RWAMAGANA,Motorcycle transport,INDIVIDUAL,2023,26,F,Bachelor's Degree,3,Personal Savings,671494,650527,630215,610537,Fail,Stable,5
50000000,NYARUGENGE,Real Estate Activities,COOPERATIVE,2022,22,M,Bachelor's Degree,1,Inheritance,0,842189384,705438196,1248004305,Success,Increased,7
2168746,BUGESERA,Activities Of Extraterritorial Organizations And Bodies,PRIVATE CORPORATION,2021,35,M,Master's Degree,1,Government Grant,6391782,14713619,11334198,7461427,Fail,Increased,2
505537,GICUMBI,"Arts, Entertainment And Recreation",INDIVIDUAL,2022,33,M,Bachelor's Degree,1,Bank Loan,0,2944264,968362,908850,Fail,Decreased,1
739019,BUGESERA,Accommodation And Food Service Activities,PRIVATE CORPORATION,2023,24,M,Master's Degree,0,Bank Loan,2774598,3113660,3494156,3921150,Success,Increased,3
50000000,GISAGARA,Mining And Quarrying,PRIVATE CORPORATION,2022,24,F,Secondary,2,Government Grant,0,615576390,1456077031,451927955,Success,Decreased,13
1079516,MUHANGA,Activities of Mobile Money Agents,INDIVIDUAL,2023,38,F,PhD,9,Bank Loan,866640,859469,852357,845304,Fail,Stable,5
2829269,NGORORERO,"Agriculture, Forestry And Fishing",INDIVIDUAL,2022,31,F,Secondary,1,Government Grant,0,7109211,4515010,5661593,Fail,Decreased,2
1261574,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,47,F,Bachelor's Degree,5,Government Grant,5041669,5974809,7080660,8391188,Success,Increased,4
20837505,BUGESERA,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,50,M,PhD,3,Foreign Investment,11460207,9277436,10960819,30758803,Success,Increased,1
331221,RUSIZI,Transportation And Storage,PARTNERSHIP,2020,42,F,Primary,9,Family/Friends,828312,1014822,1243329,1523289,Success,Increased,2
23532428,BURERA,Unclassified,JOINT VENTURE,2021,31,M,PhD,2,Personal Savings,59096245,80447419,97245406,71903280,Success,Increased,6
474774,NGOMA,Other Service Activities,PRIVATE CORPORATION,2018,28,F,Secondary,0,Government Grant,111974,121904,132715,144485,Fail,Increased,1
50000000,GASABO,Transportation And Storage,PRIVATE CORPORATION,2021,31,F,Secondary,2,Government Grant,374139254,252413742,1125260,43875000,Success,Decreased,19
423760,NGORORERO,Transportation And Storage,LIMITED LIABILITY COMPANY,2022,48,F,Diploma,13,Bank Loan,513342,553119,595978,642158,Fail,Increased,2
1937746,GICUMBI,Other Service Activities,INDIVIDUAL,2021,44,M,Master's Degree,12,Bank Loan,10744252,12791728,15229381,18131565,Success,Increased,6
2548812,GICUMBI,"Water Supply, Gas And Remediation Services",PRIVATE CORPORATION,2021,52,F,Bachelor's Degree,1,Foreign Investment,9968495,3884255,6924631,7300998,Success,Decreased,6
16475166,KARONGI,Activities Of Extraterritorial Organizations And Bodies,INDIVIDUAL,2021,28,F,Primary,3,Inheritance,14372763,36651330,16455525,34684402,Success,Increased,3
136566,KICUKIRO,Administrative And Support Service Activities,PRIVATE CORPORATION,2021,28,F,Master's Degree,1,Bank Loan,58069,48461,40442,33750,Fail,Decreased,3
222345,BUGESERA,Unclassified,INDIVIDUAL,2021,38,M,Master's Degree,3,Inheritance,594392,610800,826758,903782,Fail,Increased,1
175462,KAYONZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,27,F,Vocational/Technical,3,Microfinance,418617,1135785,1093403,365000,Fail,Decreased,1
50000,NYAGATARE,Transportation And Storage,PRIVATE CORPORATION,2020,34,F,Diploma,0,Personal Savings,192844,207982,224308,241916,Success,Increased,1
32831255,NGORORERO,Construction,COOPERATIVE,2022,32,F,Bachelor's Degree,5,Personal Savings,0,102847898,144815974,47397462,Success,Decreased,3
698149,KARONGI,Other Service Activities,PRIVATE CORPORATION,2019,56,F,Primary,18,Bank Loan,1340967,1393192,1447451,1503823,Fail,Stable,6
72828,HUYE,Other Service Activities,PARTNERSHIP,2021,22,F,Primary,2,Bank Loan,208489,231246,256487,284483,Success,Increased,2
1469590,GASABO,"Professional, Scientific And Technical Activities",INDIVIDUAL,2022,38,F,Bachelor's Degree,1,Bank Loan,0,153900,2625343,2673937,Fail,Increased,1
5481397,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,33,M,Diploma,8,Microfinance,38334035,44301395,51197679,59167490,Success,Increased,6
5096422,NGORORERO,Transportation And Storage,INDIVIDUAL,2021,48,M,Primary,1,Government Grant,136907667,112936752,102975061,44687318,Fail,Decreased,1
1571115,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2022,35,F,Master's Degree,0,Bank Loan,2528510,2421174,2318394,2219977,Fail,Stable,6
659248,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PARTNERSHIP,2021,42,M,Master's Degree,10,Bank Loan,1571272,1894462,2284128,2753943,Success,Increased,1
80280,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,41,F,Bachelor's Degree,5,Family/Friends,453900,578084,707337,199964,Fail,Decreased,1
33237299,NGORORERO,Unclassified,JOINT VENTURE,2021,43,F,Master's Degree,4,Venture Capital,44140079,65312338,81484096,131402503,Success,Increased,7
50000000,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,38,F,Bachelor's Degree,2,Crowdfunding,265000,144506222,67826563,113888947,Success,Increased,6
50000000,NYARUGURU,Information And Communication,INDIVIDUAL,2022,57,M,Secondary,4,Foreign Investment,0,41764358,156970370,157959822,Success,Increased,3
50000000,BUGESERA,Education,PRIVATE CORPORATION,2021,52,F,PhD,1,Foreign Investment,26368433,49012407,46438436,102099498,Success,Increased,9
797189,GASABO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,57,F,No Formal Education,1,Crowdfunding,0,258475,8742058,1044239,Fail,Increased,2
50000,KAMONYI,Accommodation And Food Service Activities,LIMITED LIABILITY COMPANY,2021,33,F,Master's Degree,9,Personal Savings,16286,14559,13015,11635,Fail,Decreased,2
8770368,MUHANGA,Real Estate Activities,INDIVIDUAL,2021,21,M,PhD,0,Personal Savings,12204426,17534815,3549761,15953535,Fail,Increased,2
1367127,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2020,41,M,Secondary,8,Foreign Investment,699845,623878,556157,495787,Fail,Decreased,5
2191559,RUSIZI,Other Service Activities,INDIVIDUAL,2022,29,F,Bachelor's Degree,0,Microfinance,0,2085372,3000053,5279060,Fail,Increased,1
676436,HUYE,Transportation And Storage,INDIVIDUAL,2022,51,M,Bachelor's Degree,0,Foreign Investment,0,3706375,1589878,1718565,Fail,Decreased,1
50000000,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,55,F,No Formal Education,1,Foreign Investment,200000,56303872,199718689,339853751,Success,Increased,10
144632,BUGESERA,Other Service Activities,INDIVIDUAL,2022,43,F,Secondary,9,Personal Savings,223830,180014,144775,116434,Fail,Decreased,5
688236,RUBAVU,"Electricity, Gas And Air Conditioning Supply",COOPERATIVE,2021,42,M,Master's Degree,6,Business Partner,3879790,1757996,2186862,2202651,Fail,Decreased,2
2008964,RWAMAGANA,Accommodation And Food Service Activities,PRIVATE CORPORATION,2023,44,M,Primary,13,Family/Friends,13636134,14806293,16076867,17456473,Success,Increased,8
616027,GASABO,Other Service Activities,PARTNERSHIP,2023,34,M,Secondary,4,Bank Loan,217960,178657,146441,120035,Fail,Decreased,2
13288199,RUHANGO,Unclassified,COOPERATIVE,2022,47,M,Primary,0,Foreign Investment,0,19028305,56130401,67179453,Success,Increased,3
835172,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PARTNERSHIP,2022,22,F,PhD,3,Bank Loan,3241468,3560664,3911292,4296447,Success,Increased,2
558821,GICUMBI,Other Service Activities,INDIVIDUAL,2020,44,M,Bachelor's Degree,13,Family/Friends,984096,1041575,1102411,1166800,Success,Increased,1
358417,GATSIBO,Transportation And Storage,INDIVIDUAL,2023,28,M,Secondary,0,Family/Friends,1180317,1404426,1671087,1988380,Success,Increased,2
7686463,MUSANZE,Construction,PRIVATE CORPORATION,2022,38,M,Bachelor's Degree,5,Family/Friends,0,8814029,70717398,33660609,Fail,Increased,1
9346551,NYAMAGABE,Human Health And Social Work Activities,PRIVATE CORPORATION,2021,51,F,Secondary,6,Government Grant,16557577,17358592,19720659,20817861,Success,Increased,2
522205,NGORORERO,Unclassified,LIMITED LIABILITY COMPANY,2018,30,M,Bachelor's Degree,5,Bank Loan,2891613,3243180,3637491,4079743,Success,Increased,8
105763,NYARUGENGE,Activities of Mobile Money Agents,PARTNERSHIP,2022,39,M,Diploma,2,Personal Savings,110304,131610,157032,187364,Success,Increased,1
3349143,GASABO,Financial And Insurance Activities,PRIVATE CORPORATION,2023,31,F,Bachelor's Degree,4,Bank Loan,27244807,31059409,35408102,40365664,Success,Increased,9
50000000,MUHANGA,Financial And Insurance Activities,INDIVIDUAL,2022,21,F,Bachelor's Degree,1,Personal Savings,0,76494273,51525078,126826013,Success,Increased,5
511637,RUBAVU,Other Service Activities,PARTNERSHIP,2022,39,F,Secondary,4,Personal Savings,1485066,1710285,1969660,2268371,Success,Increased,1
50000000,NYARUGURU,Mining And Quarrying,COOPERATIVE,2021,35,M,Bachelor's Degree,4,Family/Friends,991396767,472381574,353012916,1103293778,Success,Increased,5
1150954,MUSANZE,Education,INDIVIDUAL,2021,31,F,Primary,0,Foreign Investment,1509952,1608847,1390013,1920800,Fail,Increased,2
50000,NYAMAGABE,Other Service Activities,INDIVIDUAL,2022,48,M,Master's Degree,6,Business Partner,0,33980,56629,128418,Fail,Increased,1
85470,KICUKIRO,Other Service Activities,INDIVIDUAL,2023,40,M,Diploma,3,Personal Savings,397443,441473,490381,544708,Success,Increased,2
323375,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,COOPERATIVE,2022,22,F,Secondary,0,Family/Friends,902036,1101226,1344402,1641277,Success,Increased,2
353663,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,22,F,Master's Degree,2,Personal Savings,810321,980356,1186071,1434953,Success,Increased,1
759418,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2023,30,M,Secondary,3,Foreign Investment,2033648,2523055,3130240,3883547,Success,Increased,1
527659,GASABO,Other Service Activities,PARTNERSHIP,2021,42,M,Bachelor's Degree,6,Bank Loan,328164,346789,366471,387270,Fail,Increased,1
166661,GASABO,Unclassified,PARTNERSHIP,2020,25,M,Diploma,0,Personal Savings,549833,680289,841698,1041404,Success,Increased,2
31101749,GATSIBO,Real Estate Activities,COOPERATIVE,2021,28,M,Secondary,3,Personal Savings,14200257,63155657,42418085,115736613,Success,Increased,1
50000000,KICUKIRO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,34,F,Vocational/Technical,2,Venture Capital,48400597,97358174,127206290,186236200,Success,Increased,13
673798,NYAMASHEKE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,31,F,Master's Degree,1,Business Partner,0,6233383,10711720,4266034,Fail,Decreased,1
424148,KAYONZA,Other Service Activities,PRIVATE CORPORATION,2018,41,F,Bachelor's Degree,9,Bank Loan,730963,840222,965813,1110176,Success,Increased,1
23347128,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,35,M,Vocational/Technical,4,Personal Savings,45371209,12507371,32431356,54337467,Success,Increased,1
140690,GICUMBI,Construction,PRIVATE CORPORATION,2022,63,F,Master's Degree,15,Family/Friends,498183,582003,679926,794324,Success,Increased,3
50000,KAYONZA,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,44,M,Diploma,2,Personal Savings,159864,180553,203920,230311,Success,Increased,3
2669864,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,30,M,Secondary,0,Foreign Investment,18098581,9588974,15500531,9566440,Fail,Decreased,1
848114,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2021,29,M,Primary,1,Venture Capital,880332,1417160,2522595,4168416,Fail,Increased,2
910779,GICUMBI,Other Service Activities,LIMITED LIABILITY COMPANY,2022,40,M,Master's Degree,6,Foreign Investment,3242864,3460883,3693560,3941880,Success,Increased,6
84368,GASABO,Accommodation And Food Service Activities,INDIVIDUAL,2023,49,M,Secondary,1,Family/Friends,54889,48331,42556,37471,Fail,Decreased,1
188990,NGOMA,Other Service Activities,PRIVATE CORPORATION,2023,36,M,Secondary,11,Personal Savings,185314,167496,151391,136835,Fail,Decreased,1
50000,NYAMAGABE,Other Service Activities,INDIVIDUAL,2022,40,M,No Formal Education,1,Family/Friends,0,59220,81685,78443,Fail,Increased,1
748921,HUYE,Financial And Insurance Activities,INDIVIDUAL,2019,51,F,None,6,Bank Loan,2487439,3068623,3785599,4670095,Success,Increased,2
12487935,NYABIHU,Education,INDIVIDUAL,2022,50,M,Secondary,7,Crowdfunding,0,23376227,18020369,20487684,Success,Decreased,1
176186,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,53,M,No Formal Education,5,Foreign Investment,3031461,2995123,2629938,475500,Fail,Decreased,1
11459284,RUHANGO,Information And Communication,INDIVIDUAL,2021,50,F,Bachelor's Degree,4,Venture Capital,64486320,43037003,44058392,17793666,Success,Decreased,2
50000000,KARONGI,Human Health And Social Work Activities,PRIVATE CORPORATION,2022,44,M,Bachelor's Degree,0,Government Grant,0,173804152,91971448,192884681,Success,Increased,13
312613,GATSIBO,Other Service Activities,INDIVIDUAL,2023,22,M,Secondary,0,Microfinance,187704,197411,207620,218357,Fail,Increased,4
592840,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2020,47,M,Diploma,5,Family/Friends,479132,431896,389316,350934,Fail,Decreased,3
521561,NYARUGENGE,Accommodation And Food Service Activities,INDIVIDUAL,2021,26,M,Secondary,6,Bank Loan,1027877,1129832,1241900,1365084,Fail,Increased,3
779099,KAMONYI,Accommodation And Food Service Activities,INDIVIDUAL,2024,38,M,Primary,14,Government Grant,554805,467157,393356,331214,Fail,Decreased,1
1371601,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,32,F,Master's Degree,1,Bank Loan,0,313366841,468398255,1282811,Success,Decreased,7
5865236,KAYONZA,Transportation And Storage,INDIVIDUAL,2022,29,M,Primary,1,Foreign Investment,0,63147365,72883107,29418696,Fail,Decreased,1
405812,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2023,26,M,PhD,2,Personal Savings,417965,388093,360356,334601,Fail,Decreased,3
2962242,KARONGI,Transportation And Storage,INDIVIDUAL,2021,22,M,Certificate/Diploma,1,Inheritance,5228778,4515556,6829445,5542727,Fail,Increased,4
13417654,RUBAVU,Education,JOINT VENTURE,2022,23,M,Bachelor's Degree,0,Inheritance,0,16626239,84314815,21796527,Success,Increased,3
24336367,RUBAVU,Transportation And Storage,INDIVIDUAL,2022,47,F,No Formal Education,5,Personal Savings,0,31156187,46518349,28950773,Success,Decreased,2
2406952,GICUMBI,Transportation And Storage,INDIVIDUAL,2022,26,M,Secondary,2,Business Partner,0,22504347,12486568,7590314,Fail,Decreased,1
50000000,NYAMASHEKE,Transportation And Storage,PRIVATE CORPORATION,2021,33,M,Secondary,3,Bank Loan,621960611,1320767672,499690848,1993986320,Success,Increased,19
1072949,NGORORERO,Information And Communication,PRIVATE CORPORATION,2023,31,M,Diploma,7,Family/Friends,930461,810803,706533,615672,Fail,Decreased,2
7353450,KIREHE,Human Health And Social Work Activities,PRIVATE CORPORATION,2021,54,F,Vocational/Technical,1,Business Partner,9779856,29083643,39413670,16725639,Success,Increased,5
1589144,KARONGI,Administrative And Support Service Activities,JOINT VENTURE,2022,30,M,Vocational/Technical,3,Business Partner,0,5067601,8045268,7607478,Fail,Increased,2
2486161,KICUKIRO,Other Service Activities,PRIVATE CORPORATION,2023,28,F,Secondary,8,Personal Savings,12027690,14540956,17579386,21252717,Success,Increased,6
9270029,GATSIBO,"Professional, Scientific And Technical Activities",INDIVIDUAL,2022,51,M,Secondary,2,Microfinance,0,6431558,17007485,14960580,Success,Increased,4
486326,NYANZA,"Arts, Entertainment And Recreation",JOINT VENTURE,2021,61,M,Bachelor's Degree,4,Bank Loan,1617121,4805544,6266495,2114690,Fail,Increased,2
