business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees,employment_2021,employment_2022,employment_2023,employment_2024,employment_growth
157265,GAKENKE,Other Service Activities,INDIVIDUAL,2021,26,M,PhD,0,Personal Savings,2000001,2500000,884200,1500000,Fail,Decreased,1,1,1,1,1,Stable
3914841,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,56,M,Bachelor's Degree,21,Personal Savings,14130287,14996195,15915166,16890452,Success,Increased,2,2,2,2,2,Stable
50000000,RWAMAGANA,Real Estate Activities,COOPERATIVE,2021,21,F,Secondary,0,Business Partner,130771039,36713592,52397888,80758115,Success,Decreased,9,9,8,7,6,Decreased
50000000,NYAMASHEKE,Human Health And Social Work Activities,PRIVATE CORPORATION,2021,41,F,Master's Degree,2,Personal Savings,46894178,17779376,57966506,77796054,Success,Increased,6,6,7,7,8,Increased
578835,NYAMASHEKE,Other Service Activities,COOPERATIVE,2022,48,M,Bachelor's Degree,11,Microfinance,169083,143249,121362,102819,Fail,Decreased,2,0,2,2,1,Decreased
29105196,GASABO,Transportation And Storage,INDIVIDUAL,2022,45,M,Vocational/Technical,0,Personal Savings,0,10010112,10181310,35428076,Success,Increased,4,0,4,5,5,Increased
266892,RUBAVU,Education,INDIVIDUAL,2021,43,M,Diploma,1,Personal Savings,342227,290511,246610,209343,Fail,Decreased,2,2,2,1,1,Decreased
320758,NYARUGENGE,Financial And Insurance Activities,INDIVIDUAL,2022,30,F,Diploma,3,Bank Loan,444801,551955,684923,849923,Success,Increased,1,0,1,1,1,Stable
403215,NGORORERO,Other Service Activities,PARTNERSHIP,2022,54,F,Primary,12,Bank Loan,754353,829916,913048,1004508,Success,Increased,1,0,1,1,1,Stable
4213443,RUSIZI,Other Service Activities,INDIVIDUAL,2021,35,F,PhD,1,Microfinance,3611560,13673882,15025285,17661654,Fail,Increased,2,2,2,2,1,Decreased
54543,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,53,M,Primary,8,Personal Savings,95225,113733,135838,162239,Success,Increased,1,1,1,1,1,Stable
2335881,RUTSIRO,"Agriculture, Forestry And Fishing",PRIVATE CORPORATION,2021,44,F,Certificate/Diploma,1,Foreign Investment,24388782,15797139,23815041,14326420,Fail,Decreased,1,1,1,1,1,Stable
50000,GAKENKE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,23,M,Secondary,1,Bank Loan,0,18063835,42000,183700,Fail,Decreased,1,0,1,1,1,Stable
1412159,RUBAVU,Transportation And Storage,LIMITED LIABILITY COMPANY,2022,24,F,Secondary,2,Personal Savings,2335687,1940974,1612965,1340387,Fail,Decreased,6,0,6,4,2,Decreased
10708586,BURERA,Information And Communication,COOPERATIVE,2021,52,M,Secondary,2,Business Partner,14910071,6086015,11595853,8351008,Success,Decreased,4,4,4,3,3,Decreased
58791,BUGESERA,Accommodation And Food Service Activities,PARTNERSHIP,2021,34,M,Secondary,5,Bank Loan,413953,515924,643014,801411,Success,Increased,5,5,6,7,7,Increased
158417,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2021,22,F,Master's Degree,0,Personal Savings,554452,627278,709669,802882,Success,Increased,2,2,2,2,2,Stable
50000000,NYANZA,Manufacturing,JOINT VENTURE,2021,37,F,Secondary,3,Family/Friends,859088430,641017401,1275628279,493202325,Success,Decreased,10,10,9,7,6,Decreased
12025603,BURERA,Education,INDIVIDUAL,2022,32,F,Secondary,2,Government Grant,0,26117404,29818201,17642409,Success,Decreased,2,0,2,2,2,Stable
10546277,GICUMBI,Other Service Activities,PRIVATE CORPORATION,2021,46,F,Certificate/Diploma,4,Inheritance,2751379,1931999,2231500,46960603,Success,Increased,3,3,3,3,3,Stable
416199,KICUKIRO,Other Service Activities,INDIVIDUAL,2021,22,F,Secondary,2,Family/Friends,749932,748548,747166,745787,Fail,Stable,3,3,3,3,2,Decreased
11484075,KIREHE,Human Health And Social Work Activities,COOPERATIVE,2021,42,F,Secondary,7,Bank Loan,3821840,18342890,9942033,13130637,Success,Increased,3,3,3,3,3,Stable
235128,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,41,F,Primary,0,Personal Savings,495158,437222,386065,340894,Fail,Decreased,4,0,4,3,2,Decreased
14976019,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,53,M,Certificate/Diploma,0,Crowdfunding,0,1744278,2000000,17535994,Success,Increased,4,0,4,5,6,Increased
96722,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2022,63,M,Secondary,22,Family/Friends,78902,85167,91930,99230,Fail,Increased,2,0,2,2,1,Decreased
1150574,HUYE,Transportation And Storage,PRIVATE CORPORATION,2021,46,M,Diploma,5,Family/Friends,9514751,10688035,12005999,13486484,Success,Increased,5,5,5,5,5,Stable
50000000,BUGESERA,Transportation And Storage,JOINT VENTURE,2021,64,M,Bachelor's Degree,5,Microfinance,158729536,358557429,103854721,295097356,Success,Increased,15,15,16,18,18,Increased
5907529,KAYONZA,"Agriculture, Forestry And Fishing",COOPERATIVE,2021,27,F,Secondary,0,Government Grant,3634183,21398692,26862525,14719948,Fail,Increased,3,3,2,2,1,Decreased
491574,KICUKIRO,Other Service Activities,INDIVIDUAL,2021,41,M,Vocational/Technical,0,Foreign Investment,886922,1093135,1091159,604410,Fail,Decreased,2,2,2,1,1,Decreased
1102194,GAKENKE,Public Administration And Defence; Compulsory Social Security,PRIVATE CORPORATION,2021,26,F,Master's Degree,4,Foreign Investment,5000316,705544,2192866,3350711,Fail,Decreased,1,1,1,1,1,Stable
2320166,RUTSIRO,Accommodation And Food Service Activities,INDIVIDUAL,2022,34,F,Primary,0,Venture Capital,0,5066975,10182351,8059115,Success,Increased,2,0,2,2,1,Decreased
467018,MUHANGA,Administrative And Support Service Activities,INDIVIDUAL,2021,21,M,Secondary,1,Family/Friends,1688989,605135,1310780,1444974,Fail,Decreased,1,1,1,1,1,Stable
50000000,MUSANZE,Financial And Insurance Activities,PRIVATE CORPORATION,2022,35,M,Secondary,3,Foreign Investment,0,238214953,733203284,1191988840,Success,Increased,7,0,7,8,9,Increased
492683,NYAMASHEKE,Transportation And Storage,INDIVIDUAL,2021,39,M,Secondary,7,Bank Loan,541535,482821,430473,383800,Fail,Decreased,3,3,3,2,2,Decreased
346063,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,50,F,Certificate/Diploma,3,Bank Loan,1824664,1954840,3352543,970750,Fail,Decreased,1,1,1,1,1,Stable
391788,RUSIZI,Other Service Activities,LIMITED LIABILITY COMPANY,2021,25,M,Bachelor's Degree,0,Personal Savings,381806,310963,253265,206273,Fail,Decreased,4,4,4,3,2,Decreased
802137,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2021,40,F,Primary,1,Bank Loan,34473995,15115243,13074245,600000,Success,Decreased,13,13,12,11,9,Decreased
162597,HUYE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2021,42,F,Bachelor's Degree,1,Personal Savings,688659,792419,911812,1049194,Success,Increased,4,4,4,4,5,Increased
5082133,RUTSIRO,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,JOINT VENTURE,2021,42,F,Certificate/Diploma,2,Personal Savings,5667921,2784145,4726287,11172892,Success,Increased,1,1,1,1,1,Stable
506922,RUTSIRO,Human Health And Social Work Activities,INDIVIDUAL,2021,46,M,Vocational/Technical,4,Business Partner,1133420,3648407,3599312,2023602,Success,Increased,1,1,1,1,1,Stable
50000,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,45,F,PhD,2,Venture Capital,0,20424,36700,77550,Fail,Increased,1,0,1,1,1,Stable
12417558,NYANZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,42,M,No Formal Education,2,Family/Friends,49850225,66504420,29852546,17265141,Success,Decreased,3,3,3,3,3,Stable
50000000,NGORORERO,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,JOINT VENTURE,2021,34,M,Bachelor's Degree,5,Venture Capital,34487078,50369626,19912457,69953372,Success,Increased,9,9,10,12,13,Increased
1660855,NGOMA,Construction,PRIVATE CORPORATION,2022,40,F,Diploma,6,Bank Loan,1390904,1375067,1359411,1343933,Success,Stable,5,0,5,3,2,Decreased
920177,RULINDO,Activities Of Extraterritorial Organizations And Bodies,COOPERATIVE,2022,36,F,Bachelor's Degree,7,Inheritance,0,3834900,4302172,2679796,Fail,Decreased,1,0,1,1,1,Stable
2137246,KAMONYI,Other Service Activities,INDIVIDUAL,2021,57,F,Bachelor's Degree,22,Microfinance,10452099,11359975,12346710,13419153,Success,Increased,2,2,2,2,2,Stable
676130,NYARUGENGE,Other Service Activities,INDIVIDUAL,2022,42,F,Master's Degree,4,Inheritance,0,3477621,2134686,838704,Fail,Decreased,4,0,4,3,2,Decreased
1728247,KICUKIRO,"Arts, Entertainment And Recreation",JOINT VENTURE,2022,47,M,Vocational/Technical,0,Venture Capital,0,3583962,3766623,4973037,Fail,Increased,2,0,2,2,1,Decreased
10476201,RUSIZI,Motorcycle transport,PRIVATE CORPORATION,2022,51,M,Diploma,12,Family/Friends,109373704,121144901,134182957,148624216,Success,Increased,12,0,12,13,15,Increased
2470269,HUYE,"Electricity, Gas And Air Conditioning Supply",JOINT VENTURE,2021,27,M,Certificate/Diploma,0,Venture Capital,2129247,4038321,5522758,5435792,Fail,Increased,5,5,4,3,2,Decreased
1668939,GATSIBO,Education,JOINT VENTURE,2022,21,M,No Formal Education,0,Foreign Investment,0,3352944,1762193,3763932,Fail,Increased,1,0,1,1,1,Stable
2862654,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,21,M,Certificate/Diploma,1,Microfinance,2123814,3897689,5975664,4798333,Fail,Increased,4,4,3,2,1,Decreased
50000000,GASABO,Mining And Quarrying,JOINT VENTURE,2021,45,F,Vocational/Technical,3,Venture Capital,169111475,452118266,125277154,206962044,Success,Increased,7,7,9,10,11,Increased
50000,KICUKIRO,Other Service Activities,INDIVIDUAL,2021,36,M,No Formal Education,4,Bank Loan,385081,254288,123144,141676,Fail,Decreased,1,1,1,1,1,Stable
2789439,KIREHE,Accommodation And Food Service Activities,INDIVIDUAL,2021,57,M,Vocational/Technical,1,Microfinance,3235831,1307170,2254315,4059194,Success,Increased,1,1,1,1,1,Stable
451558,GATSIBO,Financial And Insurance Activities,PARTNERSHIP,2022,43,M,Primary,12,Personal Savings,1968016,2236526,2541671,2888449,Success,Increased,3,0,3,3,3,Stable
10782905,NYARUGENGE,Human Health And Social Work Activities,INDIVIDUAL,2021,42,F,Bachelor's Degree,2,Bank Loan,37952725,66974528,102763354,32805126,Fail,Decreased,1,1,1,1,1,Stable
159901,GISAGARA,"Water Supply, Gas And Remediation Services",INDIVIDUAL,2021,45,M,Secondary,1,Inheritance,757747,2318030,949730,640489,Fail,Decreased,1,1,1,1,1,Stable
50000,RWAMAGANA,Other Service Activities,INDIVIDUAL,2021,44,F,Master's Degree,7,Venture Capital,150498,195020,236641,128770,Fail,Decreased,1,1,1,1,1,Stable
25491193,NYAGATARE,Unclassified,JOINT VENTURE,2021,38,F,Vocational/Technical,5,Foreign Investment,73824491,44032345,23106111,41213441,Success,Decreased,4,4,4,4,3,Decreased
4205944,RUHANGO,Real Estate Activities,INDIVIDUAL,2021,34,F,Bachelor's Degree,0,Inheritance,22374135,18825353,5487221,14544284,Fail,Decreased,1,1,1,1,1,Stable
50000000,BURERA,Manufacturing,PRIVATE CORPORATION,2021,21,M,Master's Degree,0,Inheritance,55775363,29379300,49312151,60343056,Success,Increased,13,13,14,14,16,Increased
1489861,RUHANGO,Accommodation And Food Service Activities,INDIVIDUAL,2022,52,F,Vocational/Technical,5,Family/Friends,0,4288362,5966106,3364207,Fail,Decreased,2,0,2,2,2,Stable
2621170,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,44,F,Bachelor's Degree,14,Crowdfunding,15507597,19005368,23292068,28545643,Success,Increased,7,7,7,7,7,Stable
476682,NGOMA,Motorcycle transport,LIMITED LIABILITY COMPANY,2022,22,M,None,0,Government Grant,634004,765791,924972,1117242,Success,Increased,1,0,1,1,1,Stable
5825826,BURERA,Education,PRIVATE CORPORATION,2021,37,F,Secondary,3,Crowdfunding,15323099,4277452,8663270,17768274,Success,Increased,3,3,4,4,4,Increased
89083,GASABO,Other Service Activities,PARTNERSHIP,2022,37,F,Primary,6,Bank Loan,62419,61430,60457,59499,Fail,Stable,3,0,3,2,1,Decreased
50000000,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,COOPERATIVE,2022,59,M,Master's Degree,2,Family/Friends,0,80234534,54492610,40358140,Success,Decreased,4,0,4,3,3,Decreased
46008824,NGORORERO,"Water Supply, Gas And Remediation Services",PRIVATE CORPORATION,2021,32,M,Bachelor's Degree,2,Microfinance,352772592,159680848,524270303,104992277,Success,Decreased,9,9,8,7,6,Decreased
782280,NYAGATARE,Other Service Activities,INDIVIDUAL,2022,45,M,Bachelor's Degree,6,Bank Loan,885150,872697,860419,848313,Fail,Stable,2,0,2,2,2,Stable
50000000,GASABO,Financial And Insurance Activities,INDIVIDUAL,2021,25,M,No Formal Education,1,Venture Capital,160767335,190244045,157813318,133783903,Success,Decreased,10,10,9,8,7,Decreased
50000000,KIREHE,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,32,M,Bachelor's Degree,1,Crowdfunding,94769791,178283794,269583792,361325508,Success,Increased,7,7,8,9,10,Increased
33074041,NYANZA,Transportation And Storage,INDIVIDUAL,2021,35,M,Primary,3,Crowdfunding,53294307,57335416,46330897,50447490,Success,Decreased,1,1,1,1,1,Stable
726363,NYAMASHEKE,Other Service Activities,PRIVATE CORPORATION,2021,33,F,Secondary,0,Bank Loan,2555586,3060148,3664328,4387795,Success,Increased,1,1,1,1,1,Stable
50000,NYANZA,Other Service Activities,INDIVIDUAL,2022,22,M,PhD,0,Family/Friends,0,1,58473,80812,Success,Increased,1,0,1,1,1,Stable
9790291,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,60,M,Primary,3,Inheritance,0,21683702,27806989,9480392,Success,Decreased,5,0,5,4,4,Decreased
432015,GASABO,Other Service Activities,INDIVIDUAL,2021,22,F,Master's Degree,0,Bank Loan,496964,543686,594800,650720,Success,Increased,1,1,1,1,1,Stable
50000000,RUHANGO,Manufacturing,PRIVATE CORPORATION,2021,34,M,Bachelor's Degree,0,Family/Friends,179218481,141196799,142716227,274651843,Success,Increased,10,10,11,12,13,Increased
575645,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,26,M,Diploma,1,Personal Savings,1123236,1201405,1285014,1374442,Success,Increased,3,3,4,4,4,Increased
317170,NYARUGENGE,Other Service Activities,INDIVIDUAL,2022,22,F,Secondary,4,Foreign Investment,207348,210649,214003,217410,Fail,Stable,2,0,2,2,2,Stable
50000000,NGORORERO,Real Estate Activities,INDIVIDUAL,2021,27,M,Master's Degree,2,Foreign Investment,188179830,73308302,134408029,142408231,Success,Decreased,4,4,4,4,3,Decreased
4457510,GATSIBO,Construction,INDIVIDUAL,2021,25,F,Bachelor's Degree,0,Bank Loan,26838754,9370398,26521729,18977905,Fail,Decreased,2,2,1,1,1,Decreased
168157,BUGESERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,30,M,Master's Degree,1,Personal Savings,2535905,1250742,1675809,647346,Fail,Decreased,1,1,1,1,1,Stable
1150858,GASABO,Motorcycle transport,PRIVATE CORPORATION,2022,31,F,Diploma,0,Government Grant,3210419,3824788,4556727,5428735,Success,Increased,5,0,5,6,6,Increased
25593366,KAYONZA,Education,INDIVIDUAL,2021,34,F,Vocational/Technical,2,Venture Capital,38941378,43084507,77238073,36364105,Success,Decreased,2,2,2,2,2,Stable
50000000,NYANZA,Mining And Quarrying,PRIVATE CORPORATION,2021,41,M,Master's Degree,7,Foreign Investment,232219141,378700408,221748423,1603485025,Success,Increased,9,9,10,10,11,Increased
50000000,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,47,M,Primary,2,Venture Capital,2354681,79257453,211442883,285018437,Success,Increased,4,4,4,5,5,Increased
709235,GAKENKE,"Arts, Entertainment And Recreation",COOPERATIVE,2021,36,M,Bachelor's Degree,1,Crowdfunding,5634437,6326013,3547372,4311495,Fail,Decreased,1,1,1,1,1,Stable
50000000,RUHANGO,Mining And Quarrying,PRIVATE CORPORATION,2022,32,M,Certificate/Diploma,0,Venture Capital,0,773454983,2016009476,855892810,Success,Increased,4,0,4,5,5,Increased
50000000,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,37,M,No Formal Education,1,Venture Capital,0,66670845,38417817,27299238,Success,Decreased,13,0,13,12,11,Decreased
21988482,RUTSIRO,Transportation And Storage,JOINT VENTURE,2021,35,M,Bachelor's Degree,3,Venture Capital,19477253,21060151,18123041,28593677,Success,Increased,7,7,8,9,9,Increased
787060,HUYE,Education,COOPERATIVE,2021,34,M,Bachelor's Degree,6,Family/Friends,612591,1229070,2810955,1199547,Fail,Increased,2,2,2,1,1,Decreased
100287,RUHANGO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,40,F,Primary,0,Personal Savings,0,332249,342467,517731,Fail,Increased,1,0,1,1,1,Stable
50000,GATSIBO,"Electricity, Gas And Air Conditioning Supply",INDIVIDUAL,2022,45,M,Secondary,0,Government Grant,0,268755,372645,126829,Fail,Decreased,1,0,1,1,1,Stable
1545378,KIREHE,Transportation And Storage,LIMITED LIABILITY COMPANY,2022,32,M,Bachelor's Degree,0,Family/Friends,3131420,3207888,3286224,3366473,Success,Stable,5,0,5,4,3,Decreased
2288444,RULINDO,Public Administration And Defence; Compulsory Social Security,JOINT VENTURE,2022,29,M,Vocational/Technical,3,Microfinance,0,2481048,2226661,3510822,Success,Increased,4,0,4,3,2,Decreased
1213989,RUSIZI,"Professional, Scientific And Technical Activities",PARTNERSHIP,2022,34,M,Bachelor's Degree,0,Microfinance,3264602,4007019,4918272,6036757,Success,Increased,2,0,2,2,2,Stable
1603162,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,39,M,No Formal Education,1,Inheritance,0,7498902,3741838,4788696,Fail,Decreased,1,0,1,1,1,Stable
5505349,GASABO,Transportation And Storage,INDIVIDUAL,2022,45,M,PhD,1,Bank Loan,0,5437586,10192663,16001747,Fail,Increased,2,0,2,1,1,Decreased
50000000,NYARUGENGE,Manufacturing,PRIVATE CORPORATION,2021,35,F,Vocational/Technical,2,Family/Friends,2200066824,5231781600,5046936033,1824677815,Success,Decreased,15,15,13,12,10,Decreased
50000000,NYARUGENGE,Education,COOPERATIVE,2022,51,M,Vocational/Technical,1,Government Grant,0,143320837,362254865,107721124,Success,Decreased,8,0,8,7,6,Decreased
1253512,KARONGI,Unclassified,LIMITED LIABILITY COMPANY,2022,44,F,Bachelor's Degree,9,Angel Investment,2085403,2259764,2448704,2653441,Success,Increased,6,0,6,4,3,Decreased
50000000,GASABO,Financial And Insurance Activities,JOINT VENTURE,2021,45,M,Secondary,3,Microfinance,1089532678,215573886,2259343135,859495549,Success,Decreased,9,9,9,8,6,Decreased
2184786,NYAMASHEKE,Other Service Activities,PRIVATE CORPORATION,2021,64,F,Master's Degree,21,Bank Loan,2624806,2340890,2087684,1861867,Fail,Decreased,4,4,3,2,1,Decreased
76030,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2021,44,M,Diploma,0,Personal Savings,45386,49755,54545,59796,Fail,Increased,3,3,2,1,1,Decreased
50000000,MUHANGA,Financial And Insurance Activities,PRIVATE CORPORATION,2022,37,F,Bachelor's Degree,0,Foreign Investment,0,1274352304,425839241,3242844059,Success,Increased,10,0,10,11,12,Increased
277754,NYARUGENGE,Unclassified,INDIVIDUAL,2021,35,F,Primary,2,Venture Capital,530872,283984,405335,540315,Fail,Increased,1,1,1,1,1,Stable
50000000,BUGESERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,44,F,PhD,5,Bank Loan,0,184858631,296451403,122678110,Success,Decreased,10,0,10,9,7,Decreased
3303303,GISAGARA,Public Administration And Defence; Compulsory Social Security,JOINT VENTURE,2022,33,M,Master's Degree,3,Government Grant,0,5374287,16697330,16544657,Fail,Increased,1,0,1,1,1,Stable
9221840,NYAMAGABE,Administrative And Support Service Activities,INDIVIDUAL,2022,50,M,PhD,4,Government Grant,0,5351671,5199321,16735755,Success,Increased,1,0,1,1,1,Stable
4695324,NYARUGENGE,Other Service Activities,PARTNERSHIP,2022,22,F,Bachelor's Degree,8,Bank Loan,27737758,33685484,40908564,49680467,Success,Increased,7,0,7,8,8,Increased
741584,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,SOLE PROPRIETORSHIP,2022,27,M,Bachelor's Degree,6,Family/Friends,315315,255692,207343,168136,Fail,Decreased,1,0,1,1,1,Stable
